date,race,first_dose,second_dose,third_dose,fourth_dose,total_deaths,total_vax
2021-01-29,african_american,4699,1937,1,0,2413,6637
2021-01-29,asian,1461,618,0,0,234,2079
2021-01-29,other,1063,534,1,0,711,1598
2021-01-29,white,18307,5666,6,0,3494,23979
2021-01-30,african_american,3653,653,2,0,2420,4308
2021-01-30,asian,1227,267,0,0,239,1494
2021-01-30,other,799,192,0,0,714,991
2021-01-30,white,13002,1912,2,0,3518,14916
2021-01-31,african_american,1231,753,1,0,2426,1985
2021-01-31,asian,240,98,0,0,240,338
2021-01-31,other,246,173,0,0,715,419
2021-01-31,white,2158,803,4,0,3525,2965
2021-02-01,african_american,1690,1629,9,0,2431,3328
2021-02-01,asian,468,413,0,0,245,881
2021-02-01,other,440,324,4,0,719,768
2021-02-01,white,6460,3790,49,0,3534,10299
2021-02-02,african_american,2771,3037,0,0,2434,5808
2021-02-02,asian,717,1102,0,0,245,1819
2021-02-02,other,643,858,0,0,722,1501
2021-02-02,white,8788,9409,6,0,3546,18203
2021-02-03,african_american,4032,3344,2,0,2447,7378
2021-02-03,asian,907,1399,0,0,246,2306
2021-02-03,other,819,1078,0,0,728,1897
2021-02-03,white,12934,13399,2,0,3576,26335
2021-02-04,african_american,5461,3481,1,0,2452,8943
2021-02-04,asian,1187,1282,0,0,247,2469
2021-02-04,other,1049,943,0,0,734,1992
2021-02-04,white,14957,10913,1,0,3591,25871
2021-02-05,african_american,3955,3656,1,0,2463,7612
2021-02-05,asian,1379,1458,0,0,248,2837
2021-02-05,other,969,1145,0,0,738,2114
2021-02-05,white,14517,12455,5,0,3615,26977
2021-02-06,african_american,2663,1395,1,0,2472,4059
2021-02-06,asian,652,539,0,0,248,1191
2021-02-06,other,579,423,1,0,741,1003
2021-02-06,white,7851,4792,5,0,3641,12648
2021-02-07,african_american,1846,696,1,0,2481,2543
2021-02-07,asian,365,189,0,0,248,554
2021-02-07,other,342,263,0,0,745,605
2021-02-07,white,3541,1435,1,0,3653,4977
2021-02-08,african_american,3227,2626,0,0,2489,5853
2021-02-08,asian,707,912,1,0,248,1620
2021-02-08,other,729,748,0,0,748,1477
2021-02-08,white,8737,9105,10,0,3660,17852
2021-02-09,african_american,3597,2930,1,0,2497,6528
2021-02-09,asian,945,881,0,0,249,1826
2021-02-09,other,855,682,0,0,750,1537
2021-02-09,white,11756,9867,1,0,3679,21624
2021-02-10,african_american,4549,3570,1,0,2510,8120
2021-02-10,asian,1084,1190,0,0,249,2274
2021-02-10,other,942,957,0,0,752,1899
2021-02-10,white,13240,16093,5,0,3703,29338
2021-02-11,african_american,4872,3519,2,0,2525,8393
2021-02-11,asian,1362,1110,0,0,250,2472
2021-02-11,other,1026,880,0,0,753,1906
2021-02-11,white,16023,12473,6,0,3720,28502
2021-02-12,african_american,4683,4454,1,0,2538,9138
2021-02-12,asian,1393,1381,1,0,250,2775
2021-02-12,other,1021,1069,2,0,757,2092
2021-02-12,white,13890,13558,6,0,3737,27454
2021-02-13,african_american,2729,1041,0,0,2544,3770
2021-02-13,asian,647,451,0,0,252,1098
2021-02-13,other,561,323,0,0,755,884
2021-02-13,white,7819,4817,0,0,3749,12636
2021-02-14,african_american,1871,593,0,0,2547,2464
2021-02-14,asian,501,145,0,0,253,646
2021-02-14,other,379,139,1,0,756,519
2021-02-14,white,4461,1466,3,0,3754,5930
2021-02-15,african_american,2677,2586,5,0,2563,5268
2021-02-15,asian,582,701,0,0,257,1283
2021-02-15,other,529,684,3,0,758,1216
2021-02-15,white,8388,10281,11,0,3776,18680
2021-02-16,african_american,4285,3572,2,0,2564,7859
2021-02-16,asian,1175,1136,1,0,257,2312
2021-02-16,other,755,848,0,0,758,1603
2021-02-16,white,10972,16129,4,0,3789,27105
2021-02-17,african_american,4489,4037,1,0,2567,8527
2021-02-17,asian,1242,1337,1,0,257,2580
2021-02-17,other,916,1110,0,0,759,2026
2021-02-17,white,14441,20474,7,0,3799,34922
2021-02-18,african_american,887,1072,1,0,2590,1960
2021-02-18,asian,220,221,0,0,262,441
2021-02-18,other,186,226,0,0,762,412
2021-02-18,white,2094,3332,4,0,3824,5430
2021-02-19,african_american,2370,4003,2,0,2590,6375
2021-02-19,asian,788,1286,0,0,262,2074
2021-02-19,other,561,992,1,0,763,1554
2021-02-19,white,6988,14192,9,0,3827,21189
2021-02-20,african_american,2467,3910,0,0,2591,6377
2021-02-20,asian,831,1278,0,0,262,2109
2021-02-20,other,544,942,0,0,764,1486
2021-02-20,white,6631,15133,6,0,3838,21770
2021-02-21,african_american,1453,1400,1,0,2591,2854
2021-02-21,asian,751,574,0,0,262,1325
2021-02-21,other,386,397,3,0,766,786
2021-02-21,white,3792,5585,5,0,3842,9382
2021-02-22,african_american,1949,3087,2,0,2593,5038
2021-02-22,asian,469,844,1,0,262,1314
2021-02-22,other,415,652,0,0,767,1067
2021-02-22,white,5428,11355,12,0,3847,16795
2021-02-23,african_american,4085,3253,2,0,2599,7340
2021-02-23,asian,851,997,0,0,262,1848
2021-02-23,other,722,692,1,0,768,1415
2021-02-23,white,10226,11699,7,0,3863,21932
2021-02-24,african_american,3990,4712,3,0,2605,8705
2021-02-24,asian,1067,1390,0,0,263,2457
2021-02-24,other,820,1017,0,0,771,1837
2021-02-24,white,12546,18206,6,0,3883,30758
2021-02-25,african_american,5190,5212,3,0,2639,10405
2021-02-25,asian,1204,1178,0,0,265,2382
2021-02-25,other,931,1123,0,0,775,2054
2021-02-25,white,13541,19713,6,0,3911,33260
2021-02-26,african_american,6269,4729,5,0,2641,11003
2021-02-26,asian,1799,1658,1,0,265,3458
2021-02-26,other,1423,1154,2,0,776,2579
2021-02-26,white,17691,19102,9,0,3922,36802
2021-02-27,african_american,3911,2656,1,0,2643,6568
2021-02-27,asian,1396,768,0,0,265,2164
2021-02-27,other,869,481,1,0,779,1351
2021-02-27,white,10122,7663,9,0,3933,17794
2021-02-28,african_american,4307,1479,5,0,2646,5791
2021-02-28,asian,1122,389,4,0,266,1515
2021-02-28,other,817,287,0,0,781,1104
2021-02-28,white,9300,2894,16,0,3938,12210
2021-03-01,african_american,7165,2751,12,0,2646,9928
2021-03-01,asian,2227,816,7,0,266,3050
2021-03-01,other,1681,674,4,0,781,2359
2021-03-01,white,17758,9330,59,0,3939,27147
2021-03-02,african_american,5793,2918,4,0,2649,8715
2021-03-02,asian,1808,595,1,0,266,2404
2021-03-02,other,1226,626,1,0,786,1853
2021-03-02,white,15588,9719,6,0,3954,25313
2021-03-03,african_american,7593,4328,1,0,2658,11922
2021-03-03,asian,1820,865,1,0,266,2686
2021-03-03,other,1491,823,2,0,787,2316
2021-03-03,white,19960,12827,8,0,3964,32795
2021-03-04,african_american,7719,4362,0,0,2661,12081
2021-03-04,asian,2022,766,2,0,267,2790
2021-03-04,other,1554,739,2,0,788,2295
2021-03-04,white,20170,12877,2,0,3970,33049
2021-03-05,african_american,8339,4412,1,0,2663,12752
2021-03-05,asian,2062,1204,0,0,270,3266
2021-03-05,other,1793,945,1,0,790,2739
2021-03-05,white,18379,13874,5,0,3979,32258
2021-03-06,african_american,5783,2846,0,0,2666,8629
2021-03-06,asian,1566,512,1,0,270,2079
2021-03-06,other,1076,490,0,0,791,1566
2021-03-06,white,10660,6111,2,0,3981,16773
2021-03-07,african_american,2526,1385,0,0,2671,3911
2021-03-07,asian,1225,353,0,0,270,1578
2021-03-07,other,691,315,0,0,792,1006
2021-03-07,white,7616,2979,2,0,3983,10597
2021-03-08,african_american,6524,2096,0,0,2671,8620
2021-03-08,asian,2144,521,1,0,270,2666
2021-03-08,other,1449,491,0,0,793,1940
2021-03-08,white,16054,6333,16,0,3984,22403
2021-03-09,african_american,7189,3472,1,0,2680,10662
2021-03-09,asian,1989,812,0,0,271,2801
2021-03-09,other,1414,688,0,0,795,2102
2021-03-09,white,15809,11111,4,0,3996,26924
2021-03-10,african_american,8344,3849,4,0,2684,12197
2021-03-10,asian,2077,957,1,0,273,3035
2021-03-10,other,1577,779,2,0,798,2358
2021-03-10,white,18367,11037,14,0,4014,29418
2021-03-11,african_american,9697,3523,0,0,2690,13220
2021-03-11,asian,2448,1039,1,0,273,3488
2021-03-11,other,2017,773,2,0,800,2792
2021-03-11,white,21906,11500,7,0,4024,33413
2021-03-12,african_american,10392,3524,1,0,2693,13917
2021-03-12,asian,2760,1297,1,0,273,4058
2021-03-12,other,2195,863,2,0,802,3060
2021-03-12,white,21534,13105,10,0,4031,34649
2021-03-13,african_american,6756,2210,0,0,2696,8966
2021-03-13,asian,2355,732,0,0,275,3087
2021-03-13,other,1429,559,1,0,802,1989
2021-03-13,white,12113,7172,3,0,4039,19288
2021-03-14,african_american,4224,1328,2,0,2696,5554
2021-03-14,asian,1879,545,1,0,277,2425
2021-03-14,other,1482,329,0,0,802,1811
2021-03-14,white,9897,4704,3,0,4040,14604
2021-03-15,african_american,8518,2590,3,0,2696,11111
2021-03-15,asian,2771,591,0,0,277,3362
2021-03-15,other,2075,532,2,0,803,2609
2021-03-15,white,16585,8135,24,0,4040,24744
2021-03-16,african_american,8976,2952,9,0,2702,11937
2021-03-16,asian,2727,1082,2,0,277,3811
2021-03-16,other,2345,679,0,0,803,3024
2021-03-16,white,19384,9386,13,0,4051,28783
2021-03-17,african_american,10602,3709,6,0,2708,14317
2021-03-17,asian,2919,1225,2,0,277,4146
2021-03-17,other,2548,830,1,0,805,3379
2021-03-17,white,21603,11956,14,0,4060,33573
2021-03-18,african_american,12223,2806,4,0,2719,15033
2021-03-18,asian,3392,694,1,0,278,4087
2021-03-18,other,2754,623,1,0,805,3378
2021-03-18,white,23242,9067,6,1,4072,32316
2021-03-19,african_american,11177,3577,1,0,2736,14755
2021-03-19,asian,3193,1191,0,0,278,4384
2021-03-19,other,2544,791,1,0,808,3336
2021-03-19,white,21711,10266,11,0,4090,31988
2021-03-20,african_american,7266,2300,3,0,2741,9569
2021-03-20,asian,2769,789,0,0,279,3558
2021-03-20,other,2135,597,0,0,809,2732
2021-03-20,white,12500,6830,4,0,4102,19334
2021-03-21,african_american,4445,1962,2,0,2745,6409
2021-03-21,asian,2087,706,1,0,280,2794
2021-03-21,other,1619,476,4,0,809,2099
